n,Time
10,718.1541123075136
20,941.8560743338647
30,850.384804402701
40,1068.7568680625347
50,927.4693391873644
60,1128.4486415930844
70,1101.7192404418008
80,1273.6392099444363
90,1232.84781399869
100,1390.6740753511965
110,1276.0117252949478
120,1581.737029022645
130,1704.7155443903985
140,1575.7414008309079
150,1514.675567727663
160,1725.977453768562
170,1750.1390478197204
180,1675.0002703537446
190,1850.6777031743193
200,1742.3432693568645
210,1839.72269596744
220,2140.3388077079226
230,2411.276177557601
240,2530.9324841292078
250,2507.1475450978196
260,2191.225747978938
270,2513.0755910769703
280,2753.3187742177483
290,2500.4768478337023
300,2482.5300964506337
310,2498.1678366352135
320,2826.701172213308
330,2690.546818021898
340,2649.8045794257137
350,3337.3796726915075
360,2914.7913698163834
370,2790.873084555119
380,2833.293707068037
390,3165.279195216367
400,3263.2453115112144
410,2948.6454063086157
420,2976.8200913864293
430,3038.242251447362
440,3346.3397177642805
450,3277.678323332005
460,3659.8626097664533
470,4187.562589035133
480,3455.7972391430276
490,3786.375119598639
500,4104.581475225127
510,4071.071395663753
520,4390.804866949707
530,4270.006321966831
540,4283.953626172969
550,5136.712667807409
560,4238.403110174825
570,4280.882017297276
580,5134.588130385741
590,4596.354421596587
600,5345.992746809984
610,4872.280104508793
620,5822.087984372329
630,5615.792032732989
640,6215.204606522386
650,5529.03603326847
660,6176.074732674877
670,6434.891194863747
680,6172.191154810155
690,6634.339147847438
700,5879.941912814
710,6596.167535080011
720,5323.729158845285
730,5370.376284808886
740,6762.551479332899
750,5440.482633038899
760,6899.245241323788
770,6451.744881796897
780,6866.393238348671
790,7067.340542465543
800,5747.798384935946
810,6654.490190436678
820,6646.046851757963
830,7272.460239007437
840,5880.425879424455
850,7042.935102928419
860,6166.972624274703
870,6556.198301581542
880,6736.414393966694
890,7257.269757562014
900,7636.355052410056
910,7374.125817302313
920,7643.110775975291
930,6772.484319659133
940,6162.395377449127
950,6749.628674349674
960,7801.070913033345
970,6059.906730103565
980,6660.792221389397
990,7138.085387356959
1000,6559.544566379168
1010,7640.190959679628
1020,7719.897852096746
1030,7071.861300746304
1040,6219.539815242203
1050,6123.471412719355
1060,7531.112370488366
1070,7376.423525333684
1080,7147.8630770918935
1090,7914.365370745919
1100,7612.701169039202
1110,7011.334374237473
1120,7192.667545718601
1130,6945.035802552287
1140,8058.674352740619
1150,6698.029107308869
1160,6548.008048609715
1170,7518.452008946797
1180,7875.267325277686
1190,6864.482247998475
1200,7542.393414136105
1210,7715.164975652004
1220,6481.446158495213
1230,7937.696659611136
1240,6306.180781993761
1250,6539.714776617371
1260,7635.471615212732
1270,7759.234562904635
1280,6461.799688066467
1290,7928.377422526892
1300,7542.312256662565
1310,6822.577626850689
1320,6589.645665809605
1330,6756.558096382983
1340,6875.753972907705
1350,7029.701634922998
1360,6419.193381552698
1370,7732.563153085549
1380,7397.354386621788
1390,7619.770184163972
1400,6384.181302154458
1410,7981.496849000033
1420,6458.265457993729
1430,7006.881351398988
1440,7377.096521988557
1450,6890.741597699313
1460,7837.053369692468
1470,6208.62610707351
1480,6895.066698173498
1490,7409.466400326158
1500,6757.83692650509
1510,7803.975748782561
1520,6710.063195574379
1530,5941.037000446659
1540,6031.493206557996
1550,7434.701896879678
1560,6397.089406771038
1570,6865.363210873313
1580,5896.464536593949
1590,6074.698470904676
1600,5887.403209934339
1610,6175.513226375363
1620,6760.1592428683625
1630,6610.010798272703
1640,5876.363152706468
1650,5970.367834586675
1660,7498.820021855825
1670,7441.683184789797
1680,7268.492373395553
1690,6239.660218725374
1700,6784.707879910016
1710,5943.678009209131
1720,6217.904699825179
1730,5951.1677188592275
1740,6535.519512739548
1750,6249.980666726049
1760,5746.395988337726
1770,6047.663865247352
1780,7458.48462844937
1790,5790.027571873261
1800,5843.813072085342
1810,6136.788821598067
1820,6082.2901939966505
1830,6189.824682687532
1840,7036.111326549489
1850,6287.137172675626
1860,6264.1579698017085
1870,5918.763314981886
1880,5880.879010031094
