n,Time
100,0.0
200,0.0
300,0.0
400,0.0
500,0.0
600,0.0
700,0.0
800,0.0
900,0.0
1000,0.0
1100,0.0
1200,0.0
1300,0.0
1400,0.0
1500,0.0
1600,0.0
1700,0.0
1800,0.0
1900,0.0
2000,0.0
2100,511.31276250055436
2200,458.8952723991217
2300,425.9224247886381
2400,441.6359757749367
2500,485.7369617674531
2600,496.6013825452048
2700,505.7805656876774
2800,561.5537251477718
2900,558.3995699832782
3000,483.94939050273723
3100,512.2057670176623
3200,653.6622279147373
3300,504.0159560619572
3400,615.415881428592
3500,635.3564415750711
3600,558.4669197326609
3700,592.1409613067402
3800,582.61952408075
3900,590.0028530028574
4000,714.4378852472365
4100,630.9015971298422
4200,591.6329323396772
4300,618.9688058548238
4400,639.712835761132
4500,767.7559308208831
4600,649.8304930467357
4700,826.4645352999739
4800,662.5258552590907
4900,799.489545870153
5000,659.4156641437124
5100,841.2381238512573
5200,724.2260651958024
5300,920.2144225847393
5400,858.3462620783272
5500,878.3778640035379
5600,915.5773161133783
5700,993.9175251778121
5800,927.6611404927913
5900,812.3800724296439
6000,889.2832979985826
6100,1032.3102492943003
6200,845.7049411716463
6300,873.7268587905921
6400,903.4353361168043
6500,1003.054863077954
6600,837.4870216116353
6700,803.9639367308339
6800,815.1455810097108
6900,962.2669065432259
7000,865.8528128341302
7100,915.2852183299374
7200,779.3806199945249
7300,898.1288296725207
7400,1004.8761197663794
7500,939.6934969786458
7600,929.696065291773
7700,727.4803154813707
7800,863.110351993532
7900,805.755834653293
8000,850.291728403357
8100,748.9197629421114
8200,666.868183886439
8300,645.9620816179788
8400,638.064592846423
8500,720.9168041879466
8600,660.0639761088675
8700,598.356169077562
8800,706.008638750047
8900,521.3048434557173
9000,549.8169659140987
9100,529.3935639235307
9200,567.2762619084998
9300,442.704248084974
9400,569.9621719011453
9500,544.6096288633553
9600,533.8197544336613
9700,452.1510369183892
9800,469.27991375678107
9900,480.0456344437574
10000,481.91413517813004
