n,Time
10,2838.10
20,1880.09
30,2747.66
40,2467.56
50,2130.56
60,2669.25
70,3253.57
80,2948.44
90,1988.34
100,2111.31
110,2934.92
120,3103.11
130,3387.31
140,3059.06
150,3757.81
160,3790.85
170,3342.33
180,3103.17
190,2966.73
200,3377.71
210,2972.60
220,3657.36
230,3422.17
240,4117.11
250,3446.81
260,3684.43
270,2676.22
280,3310.50
290,2412.01
300,2722.07
310,3953.10
320,2403.68
330,3448.64
340,3795.15
350,4443.06
360,2761.21
370,3961.65
380,2872.74
390,4696.21
400,2843.12
410,3233.96
420,3937.22
430,2959.88
440,4887.63
450,3164.96
460,2926.99
470,2995.53
480,5026.69
490,4283.71
500,5095.04
510,4891.58
520,5415.29
530,3975.56
540,6039.79
550,5109.53
560,5349.45
570,4268.22
580,5079.09
590,4445.89
600,5609.69
610,7882.54
620,6918.87
630,5394.57
640,8527.34
650,7201.98
660,6126.06
670,6410.41
680,8393.98
690,6166.54
700,6609.59
710,8097.64
720,6463.15
730,6100.49
740,8083.45
750,7278.59
760,7241.09
770,7122.48
780,5154.13
790,6413.83
800,7899.37
810,7329.62
820,8947.29
830,6471.65
840,5753.02
850,9004.08
860,8568.14
870,8488.35
880,7362.15
890,8077.72
900,9546.56
910,6426.33
920,5914.22
930,9017.53
940,8833.69
950,7912.80
960,6278.14
970,6031.59
980,5283.12
990,9122.42
1000,9191.14
1010,8549.30
1020,7650.57
1030,6751.29
1040,6588.31
1050,7737.76
1060,8759.60
1070,6275.29
1080,7043.56
1090,5281.82
1100,9153.94
1110,6787.46
1120,7705.86
1130,7246.94
1140,5909.41
1150,6737.75
1160,7181.92
1170,6608.70
1180,6300.40
1190,6672.77
1200,6832.27
1210,5897.91
1220,7465.61
1230,8101.17
1240,7276.62
1250,5855.46
1260,6912.82
1270,5723.31
1280,6224.37
1290,7310.27
1300,6490.05
1310,6413.05
1320,7358.42
1330,6981.61
1340,4673.93
1350,7034.16
1360,7510.14
1370,7160.53
1380,6217.42
1390,5210.78
1400,7223.41
1410,7496.47
1420,5573.38
1430,7825.97
1440,6059.73
1450,5641.99
1460,7708.47
1470,7734.30
1480,5609.59
1490,6148.89
1500,4367.99
1510,7441.30
1520,6490.68
1530,4425.96
1540,5711.14
1550,7004.41
1560,6727.28
1570,6595.68
