n,Time
100,0.00
200,0.00
300,0.00
400,0.00
500,0.00
600,0.00
700,0.00
800,0.00
900,0.00
1000,0.00
1100,0.00
1200,0.00
1300,0.00
1400,0.00
1500,0.00
1600,0.00
1700,0.00
1800,0.00
1900,0.00
2000,0.00
2100,564.09
2200,518.19
2300,543.36
2400,476.29
2500,487.13
2600,543.04
2700,564.32
2800,673.86
2900,689.15
3000,566.68
3100,725.94
3200,621.95
3300,751.90
3400,606.47
3500,594.62
3600,752.39
3700,620.12
3800,654.54
3900,762.17
4000,791.48
4100,735.67
4200,823.56
4300,864.37
4400,801.53
4500,957.41
4600,946.93
4700,895.41
4800,757.26
4900,820.81
5000,815.07
5100,790.93
5200,920.64
5300,1072.44
5400,806.12
5500,818.95
5600,832.37
5700,917.62
5800,1020.26
5900,1097.29
6000,936.71
6100,1004.89
6200,906.40
6300,1012.20
6400,798.79
6500,815.07
6600,894.55
6700,945.54
6800,1015.56
6900,1012.83
7000,1005.59
7100,887.66
7200,804.04
7300,949.79
7400,821.72
7500,753.75
7600,703.79
7700,800.76
7800,811.16
7900,668.85
8000,774.85
8100,562.34
8200,709.66
8300,592.63
8400,516.77
8500,508.99
8600,550.70
8700,514.05
8800,471.13
8900,521.12
9000,435.65
9100,545.74
9200,508.13
9300,444.60
9400,413.03
9500,480.14
9600,464.26
9700,484.38
9800,420.50
9900,398.70
10000,386.13
