n,Time
50,0.00
150,0.00
250,0.00
350,0.00
450,0.00
550,0.00
650,0.00
750,0.00
850,0.00
950,0.00
1050,0.00
1150,0.00
1250,0.00
1350,0.00
1450,0.00
1550,0.00
1650,0.00
1750,0.00
1850,0.00
1950,0.00
2050,1615.74
2150,2007.29
2250,1566.56
2350,1753.94
2450,1756.19
2550,2180.71
2650,1596.11
2750,1690.71
2850,2244.52
2950,1849.38
3050,1945.50
3150,2193.44
3250,2146.07
3350,2055.53
3450,1707.76
3550,2185.97
3650,1780.67
3750,2014.61
3850,1959.87
3950,2132.08
4050,1766.95
4150,2411.66
4250,2426.16
4350,1970.39
4450,1710.31
4550,2070.80
4650,1938.69
4750,2379.18
4850,1931.23
4950,1690.62
5050,2542.98
5150,1804.96
5250,2123.36
5350,2264.84
5450,2157.78
5550,1867.73
5650,2267.20
5750,2445.42
5850,2037.63
5950,2523.77
6050,2546.58
6150,2054.35
6250,1909.97
6350,2312.39
6450,1711.39
6550,2076.00
6650,2249.46
6750,1726.14
6850,2230.66
6950,2303.87
7050,2521.46
7150,2310.84
7250,2005.27
7350,2509.60
7450,2081.89
7550,1868.49
7650,2449.81
7750,2619.80
7850,2208.89
7950,2727.31
8050,1759.68
8150,2520.78
8250,2130.03
8350,1824.85
8450,2267.67
8550,2065.25
8650,2708.33
8750,2791.49
8850,2078.32
8950,2728.55
9050,2017.15
9150,1838.11
9250,2464.32
9350,2012.61
9450,2752.89
9550,1929.90
9650,2505.39
9750,1993.47
9850,2067.85
9950,2232.18
