n,Time
50,0.00
150,0.00
250,0.00
350,0.00
450,0.00
550,0.00
650,0.00
750,0.00
850,0.00
950,0.00
1050,0.00
1150,0.00
1250,0.00
1350,0.00
1450,0.00
1550,0.00
1650,0.00
1750,0.00
1850,0.00
1950,0.00
2050,1732.89
2150,1266.12
2250,1409.56
2350,1883.54
2450,1635.90
2550,1685.85
2650,1546.62
2750,1393.82
2850,1682.38
2950,1309.67
3050,1935.73
3150,1785.57
3250,1717.97
3350,1690.22
3450,1619.00
3550,1603.33
3650,1589.42
3750,1574.97
3850,1357.57
3950,1881.76
4050,1677.83
4150,1612.16
4250,1712.23
4350,1426.55
4450,1560.86
4550,1487.02
4650,2011.96
4750,1333.69
4850,1390.65
4950,1674.60
5050,1855.03
5150,1554.00
5250,1498.58
5350,1628.33
5450,1744.49
5550,1696.56
5650,1554.42
5750,1763.70
5850,1557.85
5950,1528.70
6050,1552.45
6150,1856.98
6250,1943.98
6350,1585.81
6450,1776.30
6550,1580.10
6650,2056.28
6750,1870.05
6850,1532.36
6950,1659.56
7050,1936.02
7150,1890.59
7250,1785.21
7350,2080.52
7450,1480.75
7550,1859.37
7650,1641.31
7750,1962.77
7850,1755.13
7950,1740.15
8050,2098.84
8150,2068.54
8250,2026.96
8350,1409.50
8450,1491.97
8550,2065.61
8650,2070.76
8750,1647.07
8850,1737.36
8950,1928.34
9050,2220.05
9150,1687.40
9250,1774.52
9350,2001.57
9450,2066.09
9550,1482.92
9650,1922.07
9750,1487.39
9850,1811.16
9950,1884.40
