n,Time
1,0.0
1001,0.0
2001,2730.774467844776
3001,3144.4946338165287
4001,3290.9265748003213
5001,3409.528093505864
6001,4447.0615009157955
7001,5037.248873842207
8001,5552.170904277649
9001,5593.633768352255
10001,5144.968311201128
11001,4971.88123669742
12001,5161.279331892803
13001,5143.352824258458
14001,4679.675967471539
15001,4099.913549481526
16001,4644.8152374924175
17001,3037.086923156158
18001,3177.5402257505857
19001,2360.840521860149
20001,2092.226481170827
21001,1830.8512976983989
22001,1525.6776956727892
23001,1497.4299251137331
