n,Time
1,0.0
1001,0.0
2001,1842.9287267469604
3001,1587.526479983766
4001,1705.1086868999764
5001,2463.2091577963615
6001,2144.5829952620165
7001,2825.0217317342185
8001,2544.229400909902
9001,2505.607605897325
10001,2460.975684532295
11001,2490.015236080621
12001,2502.8475754999963
13001,2033.9017995704396
14001,2407.7453621570453
15001,1829.3088767816516
16001,2267.3330698754953
17001,1978.076597710266
18001,1521.707468858493
19001,1729.5293300585502
20001,1296.651696389471
21001,812.4603550857504
22001,719.6342636712872
23001,644.3909766744686
