n,Time
50,0.00
150,0.00
250,0.00
350,0.00
450,0.00
550,0.00
650,0.00
750,0.00
850,0.00
950,0.00
1050,0.00
1150,0.00
1250,0.00
1350,0.00
1450,0.00
1550,0.00
1650,0.00
1750,0.00
1850,0.00
1950,0.00
2050,3009.56
2150,3298.83
2250,3413.50
2350,3492.96
2450,3144.02
2550,3091.48
2650,3464.02
2750,3139.61
2850,3211.85
2950,3190.11
3050,3590.28
3150,3390.28
3250,3283.07
3350,3310.95
3450,3536.66
3550,3187.06
3650,3415.30
3750,3292.71
3850,3537.56
3950,3123.74
4050,3547.48
4150,3139.88
4250,3121.10
4350,3248.08
4450,3736.50
4550,3277.13
4650,3121.47
4750,3440.73
4850,3398.62
4950,3549.52
5050,3508.12
5150,3703.77
5250,3154.38
5350,3809.60
5450,3144.54
5550,3810.09
5650,3161.28
5750,3633.59
5850,3207.44
5950,3382.39
6050,3226.10
6150,3688.87
6250,3419.83
6350,3237.75
6450,3469.69
6550,3792.04
6650,3422.07
6750,3463.95
6850,3318.71
6950,3925.80
7050,3503.77
7150,3498.33
7250,3381.57
7350,3658.96
7450,3360.11
7550,3744.41
7650,3679.92
7750,3534.40
7850,3936.92
7950,3593.44
8050,3487.01
8150,3969.66
8250,3886.48
8350,3799.25
8450,3931.61
8550,3751.44
8650,3843.08
8750,3478.63
8850,3472.52
8950,3785.66
9050,4197.24
9150,4158.19
9250,4213.02
9350,3585.11
9450,3978.73
9550,4180.94
9650,4252.66
9750,4104.66
9850,3807.38
9950,4034.90
