n,Time
50,0.00
150,0.00
250,0.00
350,0.00
450,0.00
550,0.00
650,0.00
750,0.00
850,0.00
950,0.00
1050,0.00
1150,0.00
1250,0.00
1350,0.00
1450,0.00
1550,0.00
1650,0.00
1750,0.00
1850,0.00
1950,0.00
2050,1458.65
2150,1342.76
2250,1331.91
2350,1353.96
2450,1240.82
2550,1414.36
2650,1267.03
2750,1302.91
2850,1387.86
2950,1335.62
3050,1362.28
3150,1342.29
3250,1309.02
3350,1473.11
3450,1289.14
3550,1295.41
3650,1253.60
3750,1261.59
3850,1287.59
3950,1285.70
4050,1474.56
4150,1500.87
4250,1396.54
4350,1261.22
4450,1314.60
4550,1434.70
4650,1283.43
4750,1281.09
4850,1291.02
4950,1529.33
5050,1526.24
5150,1290.43
5250,1533.24
5350,1278.18
5450,1475.46
5550,1407.57
5650,1364.15
5750,1395.26
5850,1316.05
5950,1291.98
6050,1508.35
6150,1509.96
6250,1371.30
6350,1503.09
6450,1500.80
6550,1499.33
6650,1371.28
6750,1346.74
6850,1472.63
6950,1434.37
7050,1375.23
7150,1572.37
7250,1397.64
7350,1347.12
7450,1523.13
7550,1543.10
7650,1503.96
7750,1550.01
7850,1435.67
7950,1435.22
8050,1551.59
8150,1497.90
8250,1502.38
8350,1464.50
8450,1490.13
8550,1514.92
8650,1368.61
8750,1590.64
8850,1501.44
8950,1404.48
9050,1538.42
9150,1651.27
9250,1484.89
9350,1416.81
9450,1504.88
9550,1423.91
9650,1455.27
9750,1487.97
9850,1622.13
9950,1577.60
