n,Time
50,0.00
150,0.00
250,0.00
350,0.00
450,0.00
550,0.00
650,0.00
750,0.00
850,0.00
950,0.00
1050,0.00
1150,0.00
1250,0.00
1350,0.00
1450,0.00
1550,0.00
1650,0.00
1750,0.00
1850,0.00
1950,0.00
2050,5606.06
2150,4760.60
2250,5770.43
2350,5496.24
2450,5404.12
2550,4762.30
2650,5452.21
2750,4858.96
2850,4851.01
2950,5137.63
3050,5104.39
3150,5382.35
3250,5792.20
3350,5527.60
3450,5488.80
3550,5352.20
3650,5946.88
3750,5250.84
3850,5407.03
3950,5584.88
4050,5055.66
4150,5721.85
4250,5129.41
4350,5833.88
4450,5127.14
4550,5634.20
4650,5045.53
4750,5278.10
4850,5539.18
4950,5160.60
5050,5240.85
5150,6022.00
5250,5171.90
5350,5372.31
5450,5397.00
5550,5695.98
5650,6084.27
5750,6077.07
5850,5647.08
5950,5549.79
6050,5886.90
6150,5652.35
6250,6431.29
6350,5607.49
6450,6426.59
6550,5568.18
6650,6440.81
6750,6266.45
6850,5612.25
6950,5672.72
7050,5610.50
7150,6125.02
7250,6477.86
7350,6246.10
7450,5827.81
7550,6028.64
7650,5730.16
7750,5577.34
7850,5887.01
7950,6148.61
8050,6541.19
8150,5663.32
8250,5842.20
8350,6282.33
8450,6002.34
8550,6917.20
8650,6750.78
8750,6019.09
8850,5945.49
8950,6292.88
9050,6285.84
9150,6091.58
9250,6064.32
9350,6702.09
9450,5952.33
9550,6180.16
9650,6477.41
9750,6163.38
9850,6011.34
9950,7195.09
