n,Time
50,0.00
150,0.00
250,0.00
350,0.00
450,0.00
550,0.00
650,0.00
750,0.00
850,0.00
950,0.00
1050,0.00
1150,0.00
1250,0.00
1350,0.00
1450,0.00
1550,0.00
1650,0.00
1750,0.00
1850,0.00
1950,0.00
2050,711.71
2150,753.28
2250,619.48
2350,670.85
2450,631.36
2550,685.43
2650,665.30
2750,616.89
2850,781.42
2950,720.97
3050,710.30
3150,701.27
3250,627.80
3350,635.82
3450,679.62
3550,646.03
3650,769.13
3750,727.37
3850,802.38
3950,821.39
4050,787.66
4150,684.64
4250,816.25
4350,793.59
4450,706.17
4550,853.37
4650,656.69
4750,695.65
4850,801.68
4950,719.24
5050,812.03
5150,730.63
5250,882.37
5350,790.31
5450,674.85
5550,867.57
5650,816.54
5750,685.64
5850,677.09
5950,833.12
6050,680.64
6150,827.51
6250,801.41
6350,884.60
6450,697.62
6550,684.82
6650,902.44
6750,782.72
6850,686.49
6950,889.12
7050,753.06
7150,705.99
7250,928.74
7350,717.94
7450,889.60
7550,879.92
7650,858.42
7750,727.01
7850,739.56
7950,770.56
8050,774.15
8150,813.66
8250,908.42
8350,883.05
8450,829.84
8550,800.27
8650,850.00
8750,873.46
8850,715.23
8950,909.34
9050,722.40
9150,946.15
9250,848.46
9350,948.21
9450,822.05
9550,765.22
9650,806.42
9750,921.70
9850,838.72
9950,743.53
