n,Time
101,0.00
201,0.00
301,0.00
401,0.00
501,0.00
601,0.00
701,0.00
801,0.00
901,0.00
1001,0.00
1101,5073.82
1201,4166.59
1301,4483.88
1401,6262.32
1501,5097.22
1601,6792.67
1701,5646.79
1801,7792.80
1901,6547.57
2001,8044.18
2101,9473.99
2201,8988.85
2301,8177.74
2401,10571.78
2501,8131.94
2601,8061.30
2701,10463.04
2801,8117.81
2901,10001.54
3001,8598.35
3101,10781.32
3201,11373.29
3301,8246.20
3401,9232.37
3501,8623.32
3601,10225.00
3701,9290.87
3801,7768.26
3901,8145.73
4001,8478.59
4101,9469.35
4201,10045.16
4301,8148.12
4401,9465.85
4501,6557.69
4601,6509.65
4701,9200.77
4801,8714.69
4901,7256.91
5001,6618.51
5101,8192.44
5201,7518.45
5301,5670.69
5401,5356.79
5501,7087.93
5601,6270.94
5701,5765.36
5801,4982.56
5901,5261.32
6001,4855.74
6101,4450.32
6201,5880.51
6301,4210.13
6401,4125.82
6501,3788.68
6601,4649.87
6701,4140.21
6801,4861.52
6901,3697.71
7001,4466.80
7101,4444.64
7201,3639.42
7301,3399.47
7401,3604.71
7501,2701.04
7601,3236.71
7701,3150.17
7801,3237.09
7901,2608.96
8001,2519.43
8101,3076.81
8201,2428.88
8301,2727.64
8401,2752.98
8501,2675.70
8601,2708.76
8701,2295.08
8801,1838.71
8901,2114.27
9001,1699.76
9101,1752.94
9201,2212.10
9301,1670.55
9401,1574.83
9501,1796.72
9601,1735.82
9701,1749.85
9801,1392.80
9901,1931.98
10001,1468.16
