0,Time
0,0.0
100,0.0
200,0.0
300,0.0
400,0.0
500,0.0
600,0.0
700,0.0
800,0.0
900,0.0
1000,4695.247277582236
1100,3999.809201205372
1200,4296.468459624202
1300,4996.401959606844
1400,4662.6242702081445
1500,4590.917896960959
1600,4787.02515797343
1700,4614.64931504353
1800,5015.024749926177
1900,3927.8185583970912
2000,4526.3669112506905
2100,4061.7391622085775
2200,3784.5624208352647
2300,3845.5165060499876
2400,4678.14476887892
2500,3834.668686970715
2600,4596.876355733178
2700,4676.625145007442
2800,4128.288233400371
2900,3686.9825722787205
3000,3926.123155065026
3100,3789.5933053109334
3200,4241.09906109646
3300,4207.052494138898
3400,4324.168993363163
3500,4530.513837096275
3600,3657.2217738985296
3700,3644.396839653006
3800,3625.9008365073546
3900,3928.5955727645287
4000,4084.490612669218
4100,4336.001693603739
4200,4198.484476757457
4300,3398.1294553014845
4400,4115.532618365072
4500,4077.4761025030825
4600,3583.3312750867544
4700,3196.596682113808
4800,3281.312558470828
4900,3419.5966011191563
5000,3141.4270659222825
5100,3704.1067034041675
5200,3376.2195156818943
5300,2876.8719923078565
5400,2854.6181256719874
5500,2573.974257626479
5600,3013.536030831108
5700,2405.873387950962
5800,2500.6703398050886
5900,3124.1093211454768
6000,2921.9401678540794
6100,2438.202111815919
6200,2523.591890579536
6300,2504.5197297216223
6400,2415.680143975754
6500,2384.0146008816723
6600,2353.2369637737393
6700,1857.9433770667422
6800,2008.0643816566635
6900,2103.6278165166036
7000,1975.3716633183546
7100,1663.268970771406
7200,2143.380058683676
7300,1621.582446449156
7400,1553.4406637934903
7500,1851.8880865024328
7600,1575.7443512650448
7700,1456.559433142085
7800,1357.0194577568009
7900,1514.0972913055111
8000,1622.3016323064053
8100,1394.706464463418
8200,1585.7125124901956
8300,1314.4461052730953
8400,1098.8301803337308
8500,1260.5450528305716
8600,1047.6733704546175
8700,1267.8915152083173
8800,1297.2116903190833
8900,1022.1616703229067
9000,1253.611612971721
9100,1181.6990939124214
9200,1197.3844596864733
9300,868.4237112580552
9400,982.6497729385045
9500,841.8882289428068
9600,1098.1662861429002
9700,903.382887650332
9800,896.0717260587968
9900,913.8849893655921
