n,Time
101,0.0
201,0.0
301,0.0
401,0.0
501,0.0
601,0.0
701,0.0
801,0.0
901,0.0
1001,0.0
1101,4894.5154123977645
1201,4351.123527621866
1301,5019.16640715228
1401,4070.3249141283363
1501,4829.313132516768
1601,4316.985543808137
1701,4703.261839860763
1801,5149.379755946445
1901,4305.957453519995
2001,4532.369686208979
2101,4764.880629645589
2201,4923.35074584176
2301,4839.969334326753
2401,5351.175807230876
2501,4189.417680767075
2601,4353.1485534576605
2701,4779.758503373463
2801,5439.103170358694
2901,4504.765270528607
3001,3946.269496622311
3101,5217.5148385511875
3201,4896.758647249248
3301,4419.228909900399
3401,4674.613493588116
3501,4946.970942035417
3601,4062.658768596932
3701,4569.484471934186
3801,4298.828994860627
3901,4649.634872724376
4001,3634.035164775095
4101,3618.914361222294
4201,4301.287179478575
4301,4720.828700595061
4401,4350.431750504146
4501,3853.0292071692324
4601,3629.565948685546
4701,4264.307936621517
4801,4011.6468615220924
4901,3308.9379743948593
5001,3718.178559176414
5101,3543.3060231281393
5201,3811.8937986529368
5301,3560.0379864466217
5401,3660.302651053544
5501,3174.591999384892
5601,2988.224230468045
5701,3317.2159927447724
5801,3494.6929730263073
5901,2659.736711476927
6001,3341.8359624608115
6101,2973.9200023924177
6201,2352.5355041250036
6301,2842.7725343673196
6401,2582.7231413301497
6501,2167.277103335017
6601,2139.8888009289117
6701,2158.025849149129
6801,2171.0864375991455
6901,2369.171398030217
7001,1937.9149592031536
7101,1891.7772491892981
7201,2020.925892698907
7301,1982.699323230933
7401,1994.1959535710005
7501,1639.2207776603443
7601,1807.3304033534855
7701,1892.1614782749057
7801,1421.820382186952
7901,1785.0857712157563
8001,1586.013717203716
8101,1474.528992951043
8201,1580.0952789480932
8301,1596.9652494243435
8401,1355.04586226669
8501,1468.2352934112528
8601,1355.564092699585
8701,1086.0594632530492
8801,1134.714927210571
8901,1243.0890061420075
9001,1023.0603386453993
9101,1105.5164784056813
9201,1120.1639252977166
9301,1125.0390934424602
9401,1090.787199611887
9501,997.9965166315783
9601,1047.0368923662054
9701,907.7344248987179
9801,984.8816320326688
9901,898.4696905124408
10001,906.4291888768696
