n,Time
101,0.0
201,0.0
301,0.0
401,0.0
501,0.0
601,0.0
701,0.0
801,0.0
901,0.0
1001,0.0
1101,13401.997809159286
1201,12376.761233097817
1301,11518.89467197388
1401,11992.203654982812
1501,12164.189657431763
1601,14086.032112863904
1701,14010.937826951511
1801,12316.340774674614
1901,12050.879024427608
2001,14097.474695270617
2101,11759.187714066322
2201,12562.922349529299
2301,12546.144463485982
2401,12385.020313921314
2501,13087.962302734464
2601,13769.058669862947
2701,12097.070905808252
2801,11680.903457348204
2901,12391.689365065009
3001,10563.943245928363
3101,10093.33517559973
3201,12096.510713935806
3301,10471.703088671264
3401,11318.436289491898
3501,10535.60425527834
3601,9648.546234853779
3701,12975.519547286829
3801,11052.661279573298
3901,11776.985404143006
4001,10183.965581352279
4101,11785.776471481282
4201,9970.073528146846
4301,10194.28448627865
4401,10152.441985930696
4501,10522.284113381302
4601,9868.661980348954
4701,10640.156551835917
4801,8989.74221919607
4901,9257.459766274042
5001,9327.632198086352
5101,9942.88504243511
5201,9747.039512135074
5301,8396.329581565487
5401,7931.479013536682
5501,8635.977053745124
5601,8965.587979584041
5701,8083.730517422089
5801,7704.869903537535
5901,6469.876834947082
6001,6799.732581859829
6101,7726.871864815212
6201,7660.85809703174
6301,7388.587449985154
6401,5338.150998039578
6501,6564.33498271678
6601,5650.877342056682
6701,5887.728631012102
6801,5115.206789003422
6901,4499.601975856687
7001,5668.584378780167
7101,4528.379481642716
7201,5136.966284128626
7301,4154.503038795454
7401,4213.524045333855
7501,3825.2787999315365
7601,3793.3633772473104
7701,4019.5391844608152
7801,3801.6752349631715
7901,3925.259083638892
8001,3585.6623520586363
8101,3218.978486103783
8201,3001.5428899130216
8301,2709.2533024264267
8401,3411.0916207339906
8501,2733.8780047909286
8601,2872.1669493825225
8701,2720.194716461513
8801,2324.380843769505
8901,2366.3698567957354
9001,2309.8430409764396
9101,2315.2167761331825
9201,2111.053454198154
9301,2053.6376995692935
9401,2191.785683626064
9501,1954.8395365625413
9601,1667.057515910017
9701,1554.607466748574
9801,1922.7536392153995
9901,1501.104890376469
10001,1630.156490330708
