n,Time
50,0.00
150,0.00
250,0.00
350,0.00
450,0.00
550,0.00
650,0.00
750,0.00
850,0.00
950,0.00
1050,0.00
1150,0.00
1250,0.00
1350,0.00
1450,0.00
1550,0.00
1650,0.00
1750,0.00
1850,0.00
1950,0.00
2050,3567.78
2150,3513.09
2250,3362.43
2350,3697.49
2450,3238.32
2550,3804.28
2650,3481.71
2750,3341.47
2850,3279.94
2950,3663.96
3050,3573.21
3150,3457.03
3250,3879.48
3350,3819.15
3450,3990.02
3550,3592.68
3650,3660.23
3750,3368.32
3850,3839.75
3950,4014.00
4050,3665.54
4150,4087.08
4250,3826.84
4350,4012.55
4450,4040.54
4550,3480.16
4650,3813.07
4750,3892.35
4850,3716.21
4950,3914.41
5050,4130.47
5150,4096.20
5250,4187.04
5350,3696.36
5450,3683.55
5550,4187.67
5650,4088.36
5750,4109.48
5850,4242.82
5950,3912.03
6050,3939.18
6150,4192.45
6250,4067.97
6350,4329.89
6450,4342.09
6550,3927.25
6650,4374.18
6750,3925.79
6850,4197.84
6950,4680.17
7050,4171.34
7150,4414.23
7250,4283.21
7350,4494.39
7450,4739.98
7550,4640.90
7650,4445.51
7750,4544.91
7850,4556.68
7950,4670.00
8050,4421.23
8150,4626.93
8250,4391.46
8350,5111.62
8450,4259.91
8550,5035.70
8650,5133.70
8750,4504.37
8850,4895.62
8950,4499.03
9050,4867.29
9150,4628.97
9250,5107.47
9350,5392.26
9450,4663.52
9550,4917.81
9650,4991.31
9750,5601.38
9850,5291.37
9950,5351.16
