n,Time
10,210.3
20,201.39
30,214.04
40,215.72
50,219.25
60,223.67
70,244.3
80,238.94
90,237.63
100,263.8
110,287.71
120,280.37
130,305.58
140,376.17
150,298.95
160,386.79
170,501.79
180,480.15
190,447.9
200,530.19
210,544.75
220,502.78
230,538.95
240,648.07
250,599.59
260,679.89
270,781.78
280,724.04
290,923.82
300,1065.44
310,1038.16
320,959.88
330,1021.46
340,1084.94
350,1136.43
360,1030.4
370,1181.92
380,1560.37
390,1416.38
400,1428.9
410,1430.04
420,1422.68
430,1686.34
440,1622.9
450,1642.73
460,1755.67
470,1624.35
480,1821.82
490,1960.58
500,1651.6
510,2048.6
520,1888.93
530,2229.94
540,2156.56
550,2316.83
560,1805.65
570,2105.94
580,1996.5
590,2228.92
600,2478.96
610,2340.2
620,2478.86
630,2389.15
640,2456.79
650,2231.64
660,2694.79
670,2641.62
680,2658.02
690,2535.11
700,3023.27
710,2192.27
720,2688.94
730,2315.13
740,2469.67
750,2635.36
760,2692.1
770,2917.35
780,3003.13
790,2899.65
800,3114.88
810,3010.19
820,2615.76
830,2698.79
840,3318.08
850,2839.88
860,3563.31
870,3088.06
880,3472.12
890,2897.31
900,2885.65
910,3076.09
920,3137.14
930,2866.39
940,3179.88
950,3359.82
960,3146.79
970,3231.2
980,3373.31
990,2662.14
1000,3446.57
1010,3134.13
1020,3263.18
1030,3400.57
1040,3280.71
1050,3169.25
1060,3375.48
1070,3362.81
1080,2971.75
1090,3305.78
1100,3208.04
1110,3202.11
1120,3449.86
1130,2936.88
1140,3192.06
1150,3466.45
1160,2771.73
1170,3825.05
1180,3017.06
1190,3378.97
1200,3056.27
1210,3145.69
1220,3375.71
1230,3028.72
1240,3226.31
1250,3183.75
1260,3143.73
1270,3291.65
1280,3040.97
1290,3520.76
1300,3172.96
1310,3389.95
1320,3142.59
1330,3329.61
1340,3603.66
1350,3532.05
1360,3651.91
1370,3267.96
1380,2987.44
1390,3315.36
1400,3193.89
1410,2750.59
1420,2975.51
1430,3121.64
1440,3618.84
1450,3092.38
1460,3078.2
1470,3157.85
1480,2750.68
1490,3045.47
1500,2749.56
1510,3333.45
1520,3756.47
1530,2858.31
1540,3245.42
1550,3147.41
1560,2976.19
1570,2490.68
1580,3101.18
1590,3363.66
1600,2972.86
1610,3100.61
1620,2987.18
1630,2892.65
1640,3080.29
1650,2904.47
1660,2703.51
1670,2720.2
1680,3424.75
1690,3248.8
1700,2795.12
1710,2562.01
1720,3225.46
1730,2344.07
1740,2683.02
1750,2966.72
1760,3537.66
1770,2915.48
1780,2803.15
1790,2988.39
1800,3318.14
1810,2899.22
1820,2882.3
1830,2814.51
1840,2743.91
1850,2834.31
1860,2912.51
1870,3697.33
1880,3393.12
1890,3657.24
1900,3503.24
1910,3608.32
1920,3085.59
1930,3130.29
1940,3396.62
1950,3459.22
1960,3591.21
1970,3821.94
1980,3794.31
1990,3423.13
2000,4155.83
2010,3317.05
2020,3377.69
2030,2964.06
2040,3999.03
2050,3198.73
2060,3434.21
2070,3396.85
2080,3281.6
2090,3423.43
2100,3532.67
2110,3368.0
2120,3376.35
2130,3473.05
2140,2867.48
2150,3179.24
2160,3104.72
2170,2806.82
2180,3131.73
2190,3639.28
2200,3658.54
2210,3071.01
2220,3683.4
2230,3464.95
2240,3238.3
2250,2978.04
2260,3355.91
2270,2949.29
2280,3198.73
2290,3061.85
2300,3079.83
2310,3366.76
2320,3053.74
2330,2102.5
2340,2492.89
2350,2458.33
2360,3572.44
2370,3544.9
2380,3059.78
2390,3119.13
2400,3185.91
2410,3780.83
2420,3211.74
2430,2713.34
2440,2673.44
2450,3483.26
2460,3092.67
2470,2909.04
2480,3013.46
2490,2877.54
2500,3037.22
2510,3659.25
2520,3098.95
2530,2959.74
2540,3578.7
2550,3090.82
2560,3197.48
2570,3150.58
2580,2756.8
2590,3284.2
2600,3139.63
2610,2685.82
2620,2689.86
2630,3370.15
2640,3006.18
2650,3455.29
2660,3096.05
2670,2726.59
2680,3056.56
2690,3490.38
2700,2951.87
2710,3200.75
2720,3027.1
2730,3423.18
2740,2980.39
2750,2990.06
2760,3578.82
2770,2303.95
2780,3785.28
2790,2701.84
2800,3104.45
2810,2916.09
2820,2669.26
2830,2803.22
2840,3659.09
2850,2828.91
2860,3562.51
2870,2710.94
2880,3375.93
2890,2588.25
2900,2597.8
2910,3400.8
2920,2273.64
2930,2758.75
2940,3777.51
2950,2503.58
2960,2772.57
2970,2656.2
2980,2722.29
2990,3205.83
3000,2883.18
3010,2825.25
3020,2973.28
3030,3674.93
3040,3186.58
3050,3133.95
3060,2441.01
3070,2724.28
3080,3092.53
3090,3160.05
3100,3387.98
3110,2895.19
3120,2972.05
3130,2840.43
3140,2490.25
3150,2930.5
3160,3300.15
3170,2439.62
3180,3102.4
3190,3406.92
3200,2465.22
3210,2905.69
3220,2410.87
3230,3647.36
3240,3300.38
3250,3314.07
3260,2428.61
3270,3255.02
3280,2970.51
3290,2892.33
3300,1860.92
3310,2543.33
3320,2467.09
3330,2172.19
3340,2707.38
3350,3554.89
3360,2876.58
3370,2730.51
3380,2818.64
3390,3127.06
3400,2746.12
3410,2456.45
3420,2682.72
3430,3163.45
3440,2864.08
3450,2712.0
3460,2401.22
3470,2962.31
3480,2812.1
3490,3130.4
3500,2828.55
3510,3138.48
3520,2518.14
3530,2685.51
3540,3007.47
3550,2865.1
3560,2391.55
3570,2554.01
3580,2556.44
3590,3286.3
3600,2818.5
3610,2737.24
3620,2747.38
3630,2753.08
3640,2437.32
3650,3004.73
3660,2448.67
3670,3268.66
3680,2705.24
3690,2869.56
3700,2390.34
3710,2558.18
3720,3542.7
3730,2372.23
3740,3197.22
3750,3287.52
3760,2837.59
3770,3488.96
3780,2761.37
3790,3318.24
3800,2771.7
3810,2416.73
3820,3350.77
3830,2706.63
3840,2714.44
3850,2712.45
3860,2627.82
3870,3195.48
3880,2824.26
3890,3214.3
3900,2563.12
3910,3413.24
3920,3236.84
3930,2762.29
3940,3637.52
3950,2777.27
3960,2687.77
3970,3275.29
3980,2700.43
3990,2519.54
4000,3001.41
4010,3701.4
4020,3313.49
4030,3505.94
4040,2645.27
4050,2740.52
4060,3235.11
4070,2655.27
4080,3055.86
4090,2673.31
4100,2769.65
4110,2880.66
4120,2989.98
4130,3293.75
4140,2700.24
4150,3210.71
4160,3421.09
4170,2716.42
4180,2628.05
4190,2320.24
4200,2635.29
4210,3044.93
4220,2745.59
4230,2655.03
4240,2968.66
4250,3370.58
4260,2872.06
4270,3291.9
4280,2580.55
4290,3725.78
4300,3007.83
4310,2387.53
4320,2281.94
4330,3435.69
4340,2812.29
4350,3034.18
4360,2939.82
4370,2521.88
4380,2939.94
4390,2113.7
4400,2853.67
4410,4139.32
4420,2972.93
4430,2765.38
4440,2658.22
4450,2663.67
4460,2735.92
4470,3657.0
4480,2749.5
4490,2639.93
4500,2991.1
4510,3228.63
4520,3003.11
4530,2773.89
4540,2666.72
4550,3710.94
4560,3262.33
4570,3385.18
4580,2912.12
4590,2804.4
4600,2923.6
4610,3283.96
4620,3182.28
