n,Time
10,209.79
20,210.91
30,202.24
40,207.83
50,209.29
60,211.18
70,223.03
80,224.66
90,215.79
100,216.98
110,229.0
120,221.0
130,224.44
140,272.9
150,237.63
160,266.52
170,256.69
180,270.44
190,261.05
200,248.26
210,262.16
220,242.64
230,243.08
240,271.54
250,259.23
260,275.92
270,290.71
280,292.13
290,319.24
300,296.81
310,335.3
320,313.99
330,340.23
340,321.06
350,309.29
360,324.48
370,384.1
380,328.84
390,389.25
400,345.12
410,323.12
420,307.93
430,385.33
440,330.58
450,348.63
460,359.39
470,426.12
480,354.59
490,416.82
500,390.37
510,390.06
520,452.92
530,381.37
540,410.7
550,495.29
560,405.29
570,467.74
580,552.15
590,540.41
600,521.61
610,475.64
620,616.92
630,521.24
640,542.94
650,539.37
660,556.31
670,526.68
680,537.32
690,593.32
700,621.76
710,527.96
720,629.87
730,586.3
740,566.49
750,560.68
760,806.94
770,668.93
780,745.81
790,691.99
800,710.67
810,634.57
820,673.63
830,633.48
840,743.92
850,811.77
860,735.26
870,627.87
880,678.46
890,772.62
900,796.5
910,1034.0
920,682.83
930,811.78
940,925.6
950,838.57
960,739.89
970,955.65
980,767.07
990,974.64
1000,829.48
1010,1115.03
1020,967.07
1030,1161.03
1040,996.87
1050,892.55
1060,1079.46
1070,1206.54
1080,989.79
1090,1272.71
1100,1046.93
1110,1099.17
1120,1080.7
1130,1214.05
1140,1187.66
1150,1145.1
1160,1215.11
1170,936.05
1180,1439.51
1190,1254.71
1200,1087.7
1210,1374.55
1220,968.28
1230,1211.1
1240,1348.25
1250,1243.65
1260,1424.42
1270,1355.34
1280,1478.89
1290,1377.81
1300,1185.96
1310,1519.61
1320,1336.95
1330,1468.73
1340,1578.6
1350,1624.3
1360,1320.04
1370,1418.67
1380,1719.21
1390,1726.71
1400,1679.18
1410,1546.86
1420,1906.17
1430,1615.46
1440,1469.93
1450,2033.69
1460,1663.56
1470,1838.17
1480,1696.1
1490,1649.98
1500,1927.49
1510,1806.75
1520,1622.02
