n,Time
10,228.63
20,214.03
30,256.59
40,251.44
50,358.31
60,442.87
70,501.55
80,464.51
90,574.45
100,609.45
110,586.75
120,787.78
130,708.19
140,804.67
150,933.21
160,919.56
170,1094.37
180,1169.27
190,1412.84
200,1152.14
210,1646.28
220,1584.25
230,1539.11
240,1654.47
250,1561.16
260,1930.11
270,1767.25
280,1856.83
290,1860.96
300,2047.4
310,2357.39
320,2170.86
330,1827.6
340,2427.69
350,2383.55
360,2399.84
370,2517.24
380,2668.31
390,2710.59
400,2530.98
410,2620.24
420,2415.43
430,2607.63
440,2410.62
450,2655.77
460,2951.72
470,2919.26
480,2915.54
490,2994.52
500,2882.01
510,2936.39
520,3118.59
530,2926.11
540,3470.91
550,3267.64
560,2936.41
570,3467.28
580,3299.39
590,3147.35
600,2843.01
610,3630.15
620,3482.23
630,3308.42
640,3593.83
650,2943.67
660,3676.51
670,3211.46
680,3414.38
690,3445.2
700,3197.56
710,3147.9
720,3188.17
730,3320.58
740,3266.85
750,3603.32
760,3142.21
770,2983.86
780,3486.46
790,3641.93
800,3210.06
810,3046.28
820,2997.43
830,3539.29
840,2951.53
850,3038.6
860,3258.31
870,3311.97
880,3513.89
890,3284.89
900,3201.69
910,3513.7
920,2833.17
930,3320.27
940,2916.15
950,3526.62
960,3466.99
970,3214.5
980,3367.14
990,3043.44
1000,3496.23
1010,3037.93
1020,3545.5
1030,3487.42
1040,3272.68
1050,3190.8
1060,3823.51
1070,3981.69
1080,3492.39
1090,3886.64
1100,3881.1
1110,3002.23
1120,3063.36
1130,3603.76
1140,3670.86
1150,3330.74
1160,3385.86
1170,4105.16
1180,3319.53
1190,3904.08
1200,3207.3
1210,3147.07
1220,3719.7
1230,3144.66
1240,3732.87
1250,3257.8
1260,2905.26
1270,3370.09
1280,3378.03
1290,3143.75
1300,3295.49
1310,3618.95
1320,2942.6
1330,2836.65
1340,3151.2
1350,3344.48
1360,3025.11
1370,3131.86
1380,3278.04
1390,3305.98
1400,3201.06
1410,3436.64
1420,2824.65
1430,3175.25
1440,3296.83
1450,3191.01
1460,3698.31
1470,2734.77
1480,2592.32
1490,3957.72
1500,3286.72
1510,3330.74
1520,2798.86
1530,2823.95
1540,3092.88
1550,3054.28
1560,2781.65
1570,3191.79
1580,3073.44
1590,3121.01
1600,3575.61
1610,2940.36
1620,3130.4
1630,2725.32
1640,2851.2
1650,3195.96
1660,2910.31
1670,2717.85
1680,3362.8
1690,2852.2
1700,2382.27
1710,2692.11
1720,2549.02
1730,3165.88
1740,2937.02
1750,2844.34
1760,3078.17
1770,2892.1
1780,3416.01
1790,3351.93
1800,3316.48
1810,3210.73
1820,3169.58
1830,3248.15
1840,3411.63
1850,3000.02
1860,3146.65
1870,2762.04
1880,3015.3
1890,3168.19
1900,3613.3
1910,4228.75
1920,3154.71
1930,3269.43
1940,3478.11
1950,2902.12
1960,3577.5
1970,3178.5
1980,3586.44
1990,3663.59
2000,3355.04
2010,3126.46
2020,3707.71
2030,3601.11
2040,3509.92
2050,2593.22
2060,3304.01
2070,3455.68
2080,2904.45
2090,3842.52
2100,3126.04
2110,2937.75
2120,2987.13
2130,3226.74
2140,3533.28
2150,3017.76
2160,3237.06
2170,3060.55
2180,2755.4
2190,3271.15
2200,2843.93
2210,2773.41
2220,2977.73
2230,3191.58
2240,3214.55
2250,2955.27
2260,2643.5
2270,2783.1
2280,2954.3
2290,2863.8
2300,3361.32
2310,2286.96
2320,2379.62
2330,2382.17
2340,3145.73
2350,2465.64
2360,2107.29
2370,3277.03
2380,3343.73
2390,3224.34
2400,3472.9
2410,2976.39
2420,2688.74
2430,2530.9
2440,3268.84
2450,2303.91
2460,2609.99
2470,3863.12
2480,2459.56
2490,3471.04
2500,2751.6
2510,4095.91
2520,4140.34
2530,3491.92
2540,2978.0
2550,3171.56
2560,3014.52
2570,3038.05
2580,2917.38
2590,3062.59
2600,3081.02
2610,3492.83
2620,2851.29
2630,3492.46
2640,3152.55
2650,2508.96
2660,3274.29
2670,3508.68
2680,3386.37
2690,3279.37
2700,3904.13
2710,3240.48
2720,3652.98
2730,3609.9
2740,2883.02
2750,3433.25
2760,3121.52
2770,3315.63
2780,3868.33
2790,3349.23
2800,3341.67
2810,2877.46
2820,3462.3
2830,3415.83
2840,3411.69
2850,2911.58
2860,2969.7
2870,3294.34
2880,3582.26
2890,3650.13
2900,4133.99
2910,3577.26
2920,2987.5
2930,3402.24
2940,3438.88
2950,3847.01
2960,3675.63
2970,3821.75
2980,3423.09
2990,3687.17
3000,3264.72
3010,3182.36
3020,2726.18
3030,3805.52
3040,3264.16
3050,3422.78
3060,3597.3
3070,3314.16
3080,4385.24
3090,3223.81
3100,2832.01
3110,3306.63
3120,3547.71
3130,3859.51
3140,2770.43
3150,3353.71
3160,2916.52
3170,2888.34
3180,3353.89
3190,3369.72
3200,3331.73
3210,3389.34
3220,3605.59
3230,3812.79
3240,3605.84
3250,3370.8
3260,3932.0
3270,2675.72
3280,2745.86
3290,3720.11
3300,3346.64
3310,3215.08
3320,3263.3
3330,3304.16
3340,2854.12
3350,3079.42
3360,3721.56
3370,3399.35
3380,3055.25
3390,3410.85
3400,2637.03
3410,3671.02
3420,3683.69
3430,4064.03
3440,3093.8
3450,3226.9
3460,3298.45
3470,3380.11
3480,3008.42
3490,4357.16
3500,4114.03
3510,2836.0
3520,3373.65
3530,3128.31
3540,3312.1
3550,3327.09
3560,3290.44
3570,2855.74
3580,3255.17
3590,3365.52
3600,3299.85
3610,3194.63
3620,3499.07
3630,3500.46
3640,3020.6
3650,3416.03
3660,3169.77
3670,3549.9
3680,3158.49
3690,3315.4
3700,2933.25
3710,3288.44
3720,3820.95
3730,3151.33
3740,3962.77
3750,3685.78
3760,3313.28
3770,3426.02
3780,3416.7
3790,2768.34
3800,3993.53
3810,3405.59
3820,3088.86
3830,3335.03
3840,3321.46
3850,3454.17
3860,2985.53
3870,3407.89
3880,3433.18
3890,3384.77
3900,3109.22
3910,3616.52
3920,4024.22
3930,3432.3
3940,3357.11
3950,2950.33
3960,3094.54
3970,3536.99
3980,3272.01
3990,3245.6
4000,3577.51
4010,3100.3
4020,3101.6
4030,3487.48
4040,3603.17
4050,3003.95
4060,3381.93
4070,3747.33
4080,3366.94
4090,3809.89
4100,2897.1
4110,3440.73
4120,3029.29
4130,3642.04
4140,3571.17
4150,3868.76
4160,3321.65
4170,2968.76
4180,2838.22
4190,3810.73
4200,3910.31
4210,3350.91
4220,3554.44
4230,3480.58
4240,3683.7
4250,3340.31
4260,3485.15
4270,3762.66
4280,3758.58
4290,3840.26
4300,4313.14
4310,3260.97
4320,3517.55
4330,3882.97
4340,3393.39
4350,3798.97
4360,3962.28
