n,Time
10,209.21
20,201.44
30,202.49
40,218.15
50,205.93
60,210.06
70,210.1
80,215.56
90,225.03
100,219.49
110,221.54
120,220.23
130,224.66
140,228.09
150,226.1
160,239.28
170,231.55
180,233.02
190,235.7
200,271.97
210,254.04
220,255.73
230,306.44
240,248.09
250,272.51
260,276.6
270,275.13
280,329.39
290,291.59
300,298.08
310,283.33
320,287.35
330,355.87
340,303.57
350,346.45
360,367.9
370,381.24
380,413.76
390,355.23
400,406.25
410,337.83
420,381.81
430,439.71
440,411.74
450,444.09
460,535.08
470,468.2
480,428.34
490,430.83
500,518.46
510,570.56
520,594.73
530,497.73
540,578.06
550,571.16
560,544.89
570,573.89
580,612.26
590,573.16
600,620.49
610,686.3
620,644.9
630,676.74
640,587.67
650,491.99
660,675.4
670,733.81
680,622.57
690,724.91
700,671.72
710,616.94
720,698.84
730,667.51
740,794.59
750,776.11
760,849.69
770,984.71
780,791.25
790,697.46
800,855.07
810,978.52
820,897.5
830,1001.62
840,1003.05
850,929.72
860,856.44
870,1163.75
880,1220.26
890,1088.35
900,1048.72
910,1191.47
920,989.32
930,1114.71
940,986.04
950,1078.35
960,1331.43
970,1028.44
980,1312.55
990,1225.84
1000,1362.45
1010,1249.98
1020,1314.19
1030,1348.77
1040,1473.9
1050,1168.94
1060,1360.99
1070,1161.52
1080,1294.58
1090,1392.55
1100,1398.62
1110,1392.92
1120,1192.84
1130,1607.41
1140,1455.68
1150,1381.96
1160,1655.63
1170,1351.98
1180,1593.69
1190,1648.31
1200,1540.53
1210,1512.7
1220,1555.11
1230,1469.63
1240,1616.06
1250,1502.74
1260,1355.94
1270,1552.73
1280,1777.93
1290,1400.22
1300,1882.27
1310,1820.61
1320,1654.34
1330,1894.68
1340,1897.93
1350,1615.84
1360,1749.22
1370,1968.15
1380,1832.73
1390,1790.86
1400,1581.86
1410,1936.27
1420,1782.35
1430,1992.72
1440,1842.65
1450,1784.76
1460,1997.0
1470,1982.95
1480,2162.58
1490,2103.91
1500,2180.68
1510,1912.4
1520,1786.44
1530,1850.4
1540,2009.53
1550,2367.53
1560,2197.0
1570,2006.25
1580,1807.07
1590,2290.71
1600,1824.26
1610,2501.0
1620,2369.39
1630,2246.88
1640,1958.33
1650,2034.66
1660,2256.84
1670,2206.54
1680,1968.08
1690,1981.69
1700,2428.67
1710,2254.79
1720,2442.87
1730,2117.31
1740,2094.96
1750,2444.01
1760,2119.22
1770,2757.01
1780,2375.67
1790,2437.11
1800,2295.63
1810,2212.53
1820,2013.27
1830,2373.27
1840,2395.1
1850,2371.01
1860,2149.31
1870,2002.29
1880,2438.11
1890,2631.96
1900,2398.12
1910,2523.1
1920,2909.5
1930,2388.07
1940,3210.32
1950,2682.93
1960,2670.17
1970,2557.07
1980,2519.08
1990,2546.69
2000,2562.4
2010,2283.01
2020,2627.29
2030,2603.66
2040,2655.67
2050,2454.17
2060,2177.45
2070,2464.23
2080,2631.8
2090,2631.96
2100,2462.46
2110,2828.9
2120,2464.46
2130,2681.36
2140,2271.57
2150,2525.55
2160,2264.62
2170,2953.87
2180,2762.47
2190,2397.13
2200,2599.13
2210,2516.6
2220,2435.36
2230,2559.45
2240,2667.89
2250,2483.66
2260,2658.64
2270,2991.94
2280,2371.69
2290,2697.1
2300,3160.71
2310,3468.05
2320,2623.73
2330,2495.51
2340,2580.3
2350,3092.27
2360,2773.38
2370,3250.14
2380,3026.29
2390,2463.56
2400,2725.83
2410,2846.57
2420,3212.4
2430,3063.05
2440,2794.95
2450,2629.11
2460,2254.28
2470,3063.59
2480,2933.02
2490,2516.0
2500,2903.29
2510,2683.43
2520,2410.5
2530,3290.55
2540,2806.54
2550,2780.27
2560,2898.21
2570,2751.76
2580,2371.3
2590,2384.15
2600,2756.47
2610,2770.05
2620,3439.61
2630,2420.76
2640,2595.29
2650,2808.78
2660,2893.62
2670,2584.89
2680,2508.25
2690,2627.14
2700,3042.22
2710,3335.25
2720,3198.35
2730,3488.44
2740,3252.72
2750,3016.83
2760,2502.95
2770,3643.25
2780,3109.98
2790,3135.42
2800,2691.7
2810,2749.44
2820,3210.8
2830,2646.76
2840,3034.2
2850,2853.55
2860,2714.87
2870,2064.51
2880,2955.5
2890,2695.59
2900,2531.25
2910,3341.09
2920,2555.8
2930,2741.62
2940,2976.18
2950,2980.07
2960,3014.86
2970,2992.07
2980,3004.58
2990,3037.64
3000,3024.22
3010,2618.58
3020,2389.81
3030,2484.07
3040,2852.8
3050,3043.58
3060,3454.77
3070,2535.51
3080,3363.86
3090,3108.78
3100,3448.74
3110,2791.15
3120,2769.14
3130,3186.84
3140,2805.3
3150,3295.11
3160,3035.95
3170,2606.58
3180,2439.33
3190,2986.96
3200,2663.27
3210,3016.62
3220,2787.6
3230,3110.83
3240,2776.34
3250,3246.85
3260,2797.76
3270,2469.43
3280,2801.53
3290,2816.06
3300,3017.5
3310,3128.14
3320,2837.18
3330,3073.57
3340,2461.07
3350,2689.56
3360,2660.15
3370,2541.06
3380,2736.23
3390,3217.69
3400,2708.06
3410,2705.86
3420,2928.65
3430,2917.72
3440,2718.34
3450,3275.73
3460,2776.81
3470,2708.0
3480,2322.81
3490,3504.84
3500,2886.6
3510,3171.18
3520,2561.36
3530,2731.22
3540,2700.05
3550,2838.66
3560,2780.71
3570,2964.45
3580,2684.97
3590,2997.09
3600,2727.55
3610,3112.02
3620,2866.01
3630,2606.6
3640,2403.46
3650,3066.13
3660,2941.02
3670,3024.44
3680,3052.72
3690,2793.45
3700,3108.64
3710,2538.62
3720,2821.12
3730,2911.53
3740,3139.05
3750,2786.42
3760,3294.44
3770,2851.38
3780,3043.33
3790,2749.0
3800,2940.73
3810,3358.62
3820,3253.97
3830,2771.7
3840,2308.4
3850,2656.0
3860,2738.28
3870,2934.82
3880,2493.1
3890,3623.11
3900,2637.7
3910,3211.31
3920,2735.21
3930,2836.68
3940,2785.39
3950,2762.05
3960,2193.55
3970,2999.89
3980,2595.62
3990,2416.76
4000,2624.15
4010,2803.88
4020,2919.21
4030,2978.36
4040,2393.87
4050,2914.5
4060,3147.32
4070,3007.41
4080,2866.6
4090,2622.69
4100,2563.88
4110,2373.87
4120,2269.99
4130,2839.18
4140,2463.85
4150,2844.96
4160,2169.93
4170,3123.15
4180,2969.99
4190,3178.01
4200,2624.92
4210,2634.7
4220,2570.63
4230,2707.57
4240,2593.37
4250,2775.39
4260,2709.71
4270,2436.51
4280,2371.14
4290,2924.71
4300,2670.23
4310,2971.26
4320,2456.92
4330,2536.94
4340,2384.59
4350,2593.51
4360,2920.13
4370,2456.71
4380,3112.92
4390,2482.69
4400,2641.41
4410,2934.56
4420,2830.05
4430,2545.24
4440,2300.36
4450,2909.09
4460,2753.63
4470,2238.17
4480,3101.74
4490,2754.63
4500,2738.91
4510,2312.57
4520,2547.95
4530,2501.04
4540,3078.65
4550,2485.87
4560,2368.72
4570,2847.26
4580,2822.84
4590,2433.14
4600,2748.15
4610,2535.36
4620,2851.97
4630,2581.76
4640,2572.28
4650,2465.46
4660,2322.44
4670,2842.85
4680,2402.23
4690,3043.59
4700,2840.42
4710,2632.33
4720,2775.59
4730,3056.78
4740,2276.29
4750,2841.75
4760,2013.06
4770,2654.96
4780,2415.28
4790,2748.21
4800,3112.34
4810,3008.47
4820,2805.68
4830,2965.07
4840,2211.55
4850,2338.4
4860,2377.4
4870,2183.47
4880,2927.34
4890,2742.69
4900,2408.35
4910,2728.57
4920,2973.0
4930,2719.57
4940,2851.35
4950,2158.05
4960,2137.15
4970,3263.9
4980,2639.72
4990,2259.32
5000,3139.74
5010,2773.08
5020,2573.34
5030,2881.51
5040,2685.13
5050,2543.93
5060,2781.13
5070,2208.93
5080,2136.85
5090,2432.26
5100,3010.49
5110,2608.51
5120,2370.05
5130,2449.51
5140,2486.19
5150,2322.11
5160,1870.49
5170,1930.14
5180,2086.43
5190,2335.24
5200,2364.63
5210,2401.18
5220,2098.42
5230,2325.13
5240,2120.28
5250,1898.52
5260,2129.84
5270,2103.29
5280,2226.8
5290,1939.37
5300,2407.49
5310,2338.07
5320,2157.94
5330,1806.38
5340,1764.97
5350,2273.79
5360,1928.69
5370,2270.24
5380,2494.53
5390,2588.17
5400,2063.71
5410,2006.81
5420,1940.76
5430,1787.55
5440,2107.65
5450,2582.9
5460,2126.55
5470,2349.54
5480,2307.23
5490,2023.93
5500,1875.52
5510,1992.64
5520,1548.61
5530,1647.51
5540,2485.28
5550,2255.94
5560,1957.48
5570,1738.18
5580,1583.53
5590,2100.27
5600,1959.91
5610,2085.18
5620,2279.69
5630,1608.12
5640,1827.8
5650,1821.54
5660,1702.55
5670,1814.13
5680,2151.04
5690,2108.85
5700,1549.99
5710,1977.21
5720,2186.36
5730,1953.1
5740,1475.76
5750,1959.33
5760,1936.84
5770,1677.47
5780,1629.66
5790,1709.41
5800,1730.8
5810,2021.44
5820,1511.69
5830,1825.45
5840,1587.43
5850,1851.14
5860,1646.93
5870,1602.62
5880,1778.85
5890,1385.12
5900,1700.25
5910,1747.79
5920,1717.73
5930,1678.93
5940,1825.31
5950,1462.21
5960,1570.2
5970,1983.91
5980,1356.88
5990,1508.95
6000,1818.02
6010,1450.57
6020,1642.18
6030,1805.07
6040,1532.1
6050,1551.55
6060,1422.72
6070,1494.51
6080,1818.07
6090,1521.13
6100,1675.3
6110,1509.73
6120,1414.9
6130,1750.67
6140,1620.22
6150,1847.41
6160,1602.36
6170,1938.61
6180,1504.07
6190,1393.23
6200,1571.92
6210,1395.79
6220,1903.0
6230,1442.5
6240,1384.9
6250,1578.89
6260,1332.81
6270,1183.48
6280,1923.59
6290,1645.19
6300,1120.24
6310,1453.57
6320,2009.67
6330,1215.45
6340,1460.55
6350,1255.54
6360,1252.88
6370,1757.2
6380,1431.03
6390,1242.69
6400,1096.49
6410,1291.68
6420,1297.14
6430,1386.79
6440,1358.16
6450,1552.81
6460,1370.55
6470,1311.76
6480,1358.22
6490,1260.25
6500,1608.11
6510,1218.6
6520,1390.26
6530,1207.34
6540,1296.47
6550,1417.08
6560,1146.24
6570,1466.87
6580,1193.81
6590,1013.58
6600,1020.77
6610,1527.14
6620,1363.71
6630,1302.61
6640,1269.9
6650,1042.58
6660,1269.98
6670,1300.06
6680,1075.37
6690,1291.93
6700,1238.53
6710,1254.29
6720,1324.0
6730,1459.4
6740,1354.84
6750,1367.92
6760,1137.38
6770,1134.72
6780,1131.55
6790,1101.27
6800,1384.29
6810,1539.15
6820,1257.23
6830,1126.3
6840,1178.48
6850,1049.36
6860,1162.35
6870,1374.79
6880,1080.29
6890,1149.32
6900,1223.44
6910,1116.32
6920,1100.75
6930,1109.09
6940,1183.23
6950,1100.47
6960,977.9
6970,1223.0
6980,1135.55
6990,922.63
7000,1162.4
