n,Time
10,230.87
20,243.21
30,294.21
40,258.17
50,374.48
60,354.93
70,457.29
80,419.82
90,386.69
100,703.81
110,789.01
120,657.61
130,820.03
140,805.62
150,917.11
160,1104.81
170,1174.04
180,949.81
190,1320.65
200,1442.41
210,1592.09
220,1709.91
230,1723.57
240,1729.23
250,1459.36
260,2002.11
270,1578.86
280,2022.78
290,1981.75
300,1943.1
310,2263.87
320,2106.85
330,2040.47
340,2428.05
350,2290.35
360,2545.14
370,2412.12
380,2885.07
390,2497.19
400,2588.52
410,2580.52
420,2393.62
430,2752.25
440,2777.76
450,2680.89
460,3163.88
470,2771.28
480,3243.14
490,2857.51
500,3065.47
510,3065.02
520,3187.18
530,2960.41
540,3014.52
550,3084.36
560,2982.49
570,3220.63
580,2784.2
590,3211.44
600,3246.58
610,3138.39
620,3075.78
630,2965.47
640,3128.36
650,2958.96
660,3075.44
670,3436.86
680,2930.37
690,3743.74
700,3110.82
710,3007.21
720,2848.59
730,3479.67
740,3014.19
750,3215.23
760,3093.74
770,3352.27
780,3059.94
790,3182.78
800,3183.38
810,2997.76
820,3381.52
830,3002.2
840,2883.15
850,3140.36
860,3417.31
870,3085.11
880,2489.28
890,3080.16
900,2614.51
910,3256.28
920,3074.58
930,2892.77
940,2942.62
950,3208.01
960,2997.59
970,2948.63
980,3133.11
990,2917.09
1000,3176.76
1010,2814.88
1020,2675.82
1030,3049.37
1040,2882.4
1050,3288.39
1060,2704.54
1070,2763.58
1080,2490.26
1090,2774.0
1100,2922.42
1110,2657.95
1120,3141.29
1130,2368.86
1140,2913.8
1150,3059.18
1160,2562.68
1170,2286.03
1180,3083.53
1190,2906.18
1200,3054.77
1210,2416.24
1220,2934.07
1230,2630.59
1240,2642.3
1250,2806.42
1260,2397.45
1270,2822.72
1280,2663.24
1290,2760.08
1300,2638.31
1310,2508.36
1320,2270.91
1330,2619.34
1340,2285.18
1350,2341.4
1360,2629.93
1370,2236.23
1380,2713.43
1390,2591.83
1400,2248.65
1410,2452.27
1420,2726.0
1430,2539.5
1440,2194.74
1450,2223.43
1460,2487.94
1470,2284.55
1480,2417.68
1490,2489.56
1500,2220.42
1510,2604.12
1520,2735.66
1530,2544.17
1540,2107.43
1550,2043.62
1560,2033.17
1570,2447.77
1580,2481.43
1590,2410.6
1600,2315.49
1610,1979.41
1620,1837.78
1630,2103.35
1640,2020.04
1650,2273.93
1660,2233.29
1670,1832.8
1680,2178.49
1690,2084.45
1700,1880.73
1710,2768.79
1720,2237.33
1730,1944.73
1740,1871.22
1750,2170.05
1760,2124.63
1770,2545.91
1780,1741.83
1790,1735.14
1800,1769.69
1810,1906.93
1820,2030.84
1830,1880.8
1840,1905.47
1850,1769.16
1860,1737.57
1870,1747.4
1880,1921.58
1890,1821.64
1900,1776.55
1910,1749.73
1920,1768.2
1930,1935.55
1940,1843.76
1950,1710.85
1960,1582.33
1970,1892.03
1980,1647.2
1990,2095.68
2000,1806.28
2010,1487.33
2020,1866.76
2030,1782.81
2040,1639.17
2050,1902.5
2060,1548.07
2070,1486.04
2080,1610.13
2090,1799.42
2100,1802.89
2110,1784.45
2120,1993.16
2130,1867.21
2140,1832.75
2150,1442.02
2160,1571.62
2170,1508.13
2180,1464.22
2190,1945.75
2200,1563.05
2210,1647.42
2220,1352.84
2230,1812.01
2240,1668.18
2250,1383.09
2260,1561.3
2270,1389.96
2280,1805.96
2290,1467.7
2300,1780.02
2310,1690.59
2320,1356.34
2330,1942.28
2340,1584.15
2350,1591.68
2360,1619.77
2370,1704.18
2380,1319.92
2390,1510.13
2400,1669.96
2410,1653.11
2420,1469.55
2430,1618.62
2440,1569.26
2450,1587.36
2460,1612.17
2470,1637.98
2480,1665.72
2490,1528.18
2500,1193.32
2510,1490.86
2520,1718.03
2530,1726.43
2540,1822.35
2550,1697.63
2560,1175.19
2570,1867.89
2580,1486.67
2590,1371.75
2600,1377.44
2610,1260.23
2620,1148.46
2630,1412.57
2640,1469.88
2650,1280.51
2660,1102.58
2670,1200.72
2680,1272.98
2690,1364.0
2700,1223.82
2710,1360.78
2720,1047.54
2730,1309.82
2740,1341.02
2750,1145.64
2760,1398.52
2770,1397.98
2780,1456.24
2790,1420.4
2800,1340.97
2810,1290.15
2820,987.83
2830,1229.38
2840,1243.44
2850,1009.24
2860,1236.35
2870,1010.79
2880,1150.3
2890,1132.9
2900,1112.57
2910,1020.04
2920,1206.43
2930,1116.72
2940,1176.77
2950,857.93
2960,1000.01
2970,1088.29
