n,Time
10,242.31
20,203.64
30,202.47
40,224.44
50,238.83
60,272.2
70,242.58
80,298.47
90,304.89
100,284.19
110,317.05
120,375.79
130,369.31
140,415.96
150,330.62
160,445.82
170,381.1
180,535.8
190,532.05
200,547.8
210,710.65
220,665.31
230,830.27
240,780.93
250,700.86
260,819.65
270,852.01
280,874.58
290,1020.1
300,945.84
310,1053.62
320,1040.54
330,957.29
340,791.08
350,1066.52
360,1044.75
370,1025.26
380,1124.15
390,1142.43
400,1150.21
410,1241.81
420,1193.48
430,1390.67
440,1310.88
450,1191.85
460,1425.94
470,1588.03
480,1472.67
490,1677.18
500,1743.41
510,1356.2
520,1810.87
530,1755.1
540,1765.4
550,1733.62
560,1830.81
570,1984.79
580,1835.17
590,1912.66
600,1784.15
610,1958.49
620,2219.11
630,1750.93
640,1918.98
650,1924.65
660,1902.45
670,2144.82
680,2139.05
690,2056.01
700,2398.32
710,2139.67
720,2376.72
730,2186.69
740,2178.38
750,2293.33
760,2365.94
770,2105.91
780,2353.26
790,2422.7
800,2405.01
810,2244.05
820,1953.86
830,2434.79
840,2230.6
850,2141.8
860,2093.4
870,2389.62
880,2909.78
890,1939.85
900,2731.16
910,2475.78
920,2321.1
930,2575.16
940,2368.94
950,2493.5
960,2388.08
970,2592.93
980,2614.38
990,2623.71
1000,2461.98
1010,2813.78
1020,2232.44
1030,2600.02
1040,2410.77
1050,2438.99
1060,2374.99
1070,2904.34
1080,2721.74
1090,2831.92
1100,2732.93
1110,2741.23
1120,2733.17
1130,2783.37
1140,2723.66
1150,2807.01
1160,2868.97
1170,2528.94
1180,2651.85
1190,2212.73
1200,2955.65
1210,2972.64
1220,2387.35
1230,2672.42
1240,2627.75
1250,2792.5
1260,2675.83
1270,2837.15
1280,2738.51
1290,2627.81
1300,2657.85
1310,3016.52
1320,2740.93
1330,2686.87
1340,2940.38
1350,2334.66
1360,2746.11
1370,2810.98
1380,2533.17
1390,3013.87
1400,2647.78
1410,2889.9
1420,2352.35
1430,2142.3
1440,2548.7
1450,2691.34
1460,2789.89
1470,3302.22
1480,2285.15
1490,2778.07
1500,2330.1
1510,2018.75
1520,2600.58
1530,2295.75
1540,2580.39
1550,2466.29
1560,2545.89
1570,2566.19
1580,3071.79
1590,2468.3
1600,2760.86
1610,2411.62
1620,2590.95
1630,2532.14
1640,2479.18
1650,2400.6
1660,2599.37
1670,2608.46
1680,2516.79
1690,2707.01
1700,2920.35
1710,2412.8
1720,2856.62
1730,2315.96
1740,2409.05
1750,2560.78
1760,2517.14
1770,2106.81
1780,2261.41
1790,2600.22
1800,2548.16
1810,2710.18
1820,2773.07
1830,2630.27
1840,2150.38
1850,2392.24
1860,1996.67
1870,3001.13
1880,2562.14
1890,2207.64
1900,2879.25
1910,2475.67
1920,2504.73
1930,2426.67
1940,1876.86
1950,2284.6
1960,2347.63
1970,2377.73
1980,2205.18
1990,2273.43
2000,2221.15
2010,2419.17
2020,2244.31
2030,2034.78
2040,2419.19
2050,2553.5
2060,2426.76
2070,2613.91
2080,2461.1
2090,2143.48
2100,1776.66
2110,2287.76
2120,2352.5
2130,2798.14
2140,2122.21
2150,2527.14
2160,2408.84
2170,2358.75
2180,2341.52
2190,2346.04
2200,1832.43
2210,2274.35
2220,2369.89
2230,2530.81
2240,2403.65
2250,2514.1
2260,2228.5
2270,2527.39
2280,2466.53
2290,2647.53
2300,2451.64
2310,2719.25
2320,2366.03
2330,2707.82
2340,2219.29
2350,2497.4
2360,2126.56
2370,2510.21
2380,2006.18
2390,2452.27
2400,2156.95
2410,2054.39
2420,2360.34
2430,2200.76
2440,2321.65
2450,2383.36
2460,2347.67
2470,2161.59
2480,2192.99
2490,1707.48
2500,1969.5
2510,2171.09
2520,2073.21
2530,2129.13
2540,2068.01
2550,2059.26
2560,1862.63
2570,2248.71
2580,1930.28
2590,2292.06
2600,2290.35
2610,2040.49
2620,1914.34
2630,2202.76
2640,2177.8
2650,1900.77
2660,2033.69
2670,1913.67
2680,1654.41
2690,2031.38
2700,2301.37
2710,2185.61
2720,2119.48
2730,1894.34
2740,2095.7
2750,1489.35
2760,1803.93
2770,1836.38
2780,1758.5
2790,1838.76
2800,2098.57
2810,1917.51
2820,1786.61
2830,1975.7
2840,1351.75
2850,1762.47
2860,1477.59
2870,1339.47
2880,1876.85
2890,1400.09
2900,1901.28
2910,2016.08
2920,1428.57
2930,1615.96
2940,1598.49
2950,1536.25
2960,1348.87
2970,1584.31
2980,1511.51
2990,1291.05
3000,1501.38
3010,1524.88
3020,1544.39
3030,1261.65
3040,1543.41
3050,1499.01
3060,1330.0
3070,1204.78
3080,1725.65
3090,1305.34
3100,1350.22
3110,1564.56
3120,1107.37
3130,1401.58
3140,1169.61
3150,1263.43
3160,1292.6
3170,1244.31
3180,1592.17
3190,1410.11
3200,1171.95
3210,1143.89
3220,1235.59
3230,1275.63
3240,1273.11
3250,1261.63
3260,1347.29
3270,1196.72
3280,1232.38
3290,1140.49
3300,1048.67
3310,1297.97
3320,1051.66
3330,1090.39
3340,1233.66
3350,977.03
3360,1228.41
3370,1189.61
3380,1161.75
3390,1251.1
3400,884.97
3410,1135.66
3420,1031.21
3430,1203.94
3440,933.14
3450,903.15
3460,995.9
3470,987.35
3480,1311.16
3490,1014.45
3500,1074.02
3510,880.62
3520,893.43
3530,1138.18
3540,1175.58
3550,1081.68
3560,1019.53
3570,1025.07
3580,818.95
3590,874.61
3600,1202.34
3610,859.65
3620,926.62
3630,970.0
3640,919.27
3650,1058.18
3660,1074.07
3670,884.85
3680,998.19
3690,981.35
3700,1188.94
3710,875.48
3720,869.42
3730,768.31
3740,699.9
3750,791.09
3760,770.55
3770,924.91
3780,810.17
3790,888.67
3800,744.58
3810,922.44
3820,760.08
3830,804.87
3840,844.53
3850,849.86
3860,626.2
3870,818.53
3880,801.77
3890,740.29
3900,752.6
3910,644.76
3920,673.0
3930,584.89
3940,722.42
3950,578.76
3960,764.68
3970,690.01
3980,835.48
3990,686.71
4000,768.92
4010,777.29
4020,913.32
4030,570.84
4040,675.47
4050,702.02
4060,727.97
4070,620.58
4080,654.81
4090,581.15
4100,569.32
4110,640.77
4120,599.48
4130,715.68
4140,519.02
4150,686.83
4160,539.44
4170,480.64
4180,508.57
4190,599.86
4200,598.36
4210,596.62
4220,549.55
4230,681.95
4240,672.39
4250,582.62
4260,508.08
4270,525.3
4280,532.47
4290,658.87
4300,599.64
4310,607.98
4320,631.21
4330,699.77
4340,588.52
4350,545.01
