n,Time
100,0.00
200,0.00
300,0.00
400,0.00
500,0.00
600,0.00
700,0.00
800,0.00
900,0.00
1000,0.00
1100,2199.65
1200,2270.60
1300,2326.28
1400,2697.27
1500,3367.72
1600,2939.06
1700,3515.17
1800,3465.04
1900,3411.65
2000,3840.27
2100,4193.96
2200,4380.83
2300,4137.30
2400,4777.85
2500,5566.56
2600,4517.77
2700,4735.13
2800,5125.47
2900,5793.98
3000,5096.67
3100,5984.59
3200,5645.32
3300,6462.81
3400,5709.70
3500,5406.77
3600,6960.30
3700,5964.61
3800,6689.19
3900,5912.17
4000,6634.25
4100,5960.50
4200,5674.72
4300,5463.20
4400,5694.98
4500,5204.39
4600,6350.91
4700,5118.47
4800,5306.43
4900,5965.82
5000,5730.34
5100,4857.08
5200,5333.39
5300,4899.88
5400,4385.54
5500,5367.40
5600,4571.10
5700,4765.45
5800,4239.69
5900,4451.01
6000,4361.26
6100,3884.74
6200,4320.09
6300,3538.16
6400,3696.05
6500,2999.32
6600,2815.60
6700,3301.09
6800,2771.19
6900,2649.70
7000,3108.61
7100,3001.95
7200,2846.47
7300,2142.26
7400,2084.92
7500,2251.57
7600,2359.97
7700,1867.24
7800,1910.76
7900,1673.27
8000,2087.50
8100,1539.30
8200,1901.30
8300,1566.95
8400,1526.02
8500,1319.36
8600,1538.84
8700,1221.98
8800,1236.48
8900,1142.48
9000,1411.28
9100,1370.73
9200,1012.60
9300,1051.42
9400,1077.26
9500,1136.14
9600,1123.86
9700,1109.34
9800,930.52
9900,980.66
10000,895.88
