n,Time
100,0.00
200,0.00
300,0.00
400,0.00
500,0.00
600,0.00
700,0.00
800,0.00
900,0.00
1000,0.00
1100,1164.43
1200,1275.87
1300,1173.29
1400,1428.59
1500,1402.87
1600,1538.00
1700,1385.07
1800,1544.65
1900,1871.85
2000,1769.48
2100,2125.85
2200,1746.66
2300,1947.90
2400,2504.84
2500,2148.84
2600,2388.11
2700,2368.02
2800,2218.74
2900,2953.91
3000,3227.40
3100,2979.15
3200,2716.59
3300,2979.25
3400,3243.60
3500,2878.82
3600,3545.58
3700,3144.77
3800,2920.50
3900,3469.87
4000,3642.90
4100,3281.81
4200,3456.00
4300,3932.88
4400,3421.51
4500,4162.39
4600,3745.37
4700,3798.58
4800,3225.88
4900,3884.33
5000,4139.99
5100,3399.91
5200,3371.21
5300,3464.09
5400,3603.12
5500,3107.56
5600,2979.15
5700,2923.22
5800,2900.26
5900,3479.25
6000,3561.58
6100,2607.79
6200,2897.60
6300,3225.83
6400,3069.66
6500,2396.63
6600,2994.42
6700,2442.08
6800,2714.38
6900,2053.44
7000,2420.05
7100,2135.59
7200,1854.98
7300,2264.79
7400,2052.15
7500,1903.20
7600,2064.24
7700,1763.26
7800,1414.24
7900,1584.88
8000,1401.07
8100,1230.89
8200,1346.19
8300,1306.23
8400,1121.80
8500,1345.43
8600,1081.30
8700,1181.47
8800,1160.67
8900,1125.67
9000,971.68
9100,1018.08
9200,851.01
9300,801.18
9400,743.78
9500,823.18
9600,759.76
9700,735.02
9800,701.28
9900,803.22
10000,605.50
