n,Time
100,0.00
200,0.00
300,0.00
400,0.00
500,0.00
600,0.00
700,0.00
800,0.00
900,0.00
1000,0.00
1100,770.49
1200,765.75
1300,760.89
1400,736.21
1500,879.42
1600,857.32
1700,940.82
1800,815.63
1900,975.78
2000,791.68
2100,878.95
2200,772.35
2300,790.68
2400,811.01
2500,975.89
2600,965.00
2700,1126.90
2800,1022.67
2900,1180.30
3000,1192.91
3100,1242.91
3200,1244.51
3300,990.82
3400,1021.36
3500,1284.64
3600,1176.20
3700,1246.74
3800,1435.71
3900,1300.53
4000,1228.69
4100,1432.71
4200,1213.28
4300,1264.86
4400,1254.22
4500,1398.56
4600,1296.54
4700,1457.54
4800,1513.41
4900,1605.88
5000,1565.64
5100,1596.84
5200,1441.55
5300,1500.83
5400,1915.45
5500,1645.09
5600,1513.14
5700,1528.03
5800,1918.34
5900,1861.95
6000,1598.73
6100,1751.21
6200,1765.23
6300,1800.53
6400,1764.33
6500,1857.50
6600,1787.82
6700,1640.12
6800,1826.01
6900,1854.62
7000,1806.41
7100,1833.58
7200,1870.38
7300,1488.80
7400,1364.05
7500,1726.08
7600,1359.98
7700,1493.91
7800,1545.17
7900,1554.35
8000,1499.70
8100,1330.70
8200,1429.66
8300,1391.58
8400,1365.55
8500,1140.92
8600,1245.48
8700,948.22
8800,969.82
8900,1156.69
9000,867.37
9100,810.75
9200,1060.96
9300,993.07
9400,832.07
9500,747.70
9600,888.75
9700,690.51
9800,704.32
9900,723.64
10000,767.49
