n,Time
100,0.00
200,0.00
300,0.00
400,0.00
500,0.00
600,0.00
700,0.00
800,0.00
900,0.00
1000,0.00
1100,225.41
1200,211.83
1300,200.72
1400,244.28
1500,290.15
1600,205.38
1700,202.78
1800,203.82
1900,289.87
2000,245.68
2100,300.66
2200,263.25
2300,262.02
2400,254.47
2500,298.47
2600,235.31
2700,328.31
2800,294.57
2900,290.76
3000,293.93
3100,240.87
3200,298.12
3300,265.96
3400,345.98
3500,340.63
3600,264.68
3700,337.05
3800,275.60
3900,376.45
4000,320.43
4100,416.66
4200,367.58
4300,432.05
4400,375.82
4500,316.94
4600,393.13
4700,359.22
4800,435.85
4900,364.93
5000,359.42
5100,463.90
5200,353.96
5300,486.91
5400,351.80
5500,372.99
5600,421.92
5700,406.11
5800,401.99
5900,524.00
6000,491.16
6100,517.32
6200,548.85
6300,512.95
6400,439.48
6500,406.03
6600,453.59
6700,476.67
6800,494.53
6900,405.94
7000,559.81
7100,467.56
7200,436.04
7300,518.78
7400,524.83
7500,519.65
7600,448.03
7700,495.48
7800,415.83
7900,523.42
8000,506.04
8100,420.49
8200,410.17
8300,416.33
8400,448.33
8500,341.00
8600,429.34
8700,441.26
8800,365.82
8900,405.00
9000,361.96
9100,310.47
9200,333.88
9300,281.54
9400,340.51
9500,262.57
9600,214.74
9700,291.98
9800,260.62
9900,276.79
10000,285.39
