n,Time
101,0.00
201,0.00
301,0.00
401,0.00
501,0.00
601,0.00
701,0.00
801,0.00
901,0.00
1001,0.00
1001,574.81
1101,571.61
1201,551.59
1301,557.97
1401,645.04
1501,569.78
1601,719.11
1701,697.94
1801,651.93
1901,682.45
2001,797.09
2101,773.44
2201,892.55
2301,851.53
2401,901.07
2501,768.64
2601,909.53
2701,792.29
2801,902.45
2901,961.16
3001,1159.48
3101,1068.26
3201,1058.10
3301,1221.56
3401,1310.69
3501,1294.16
3601,1125.27
3701,1464.97
3801,1503.80
3901,1228.70
4001,1404.43
4101,1749.87
4201,1681.88
4301,1686.53
4401,1594.27
4501,1688.34
4601,1912.22
4701,2108.99
4801,2094.14
4901,1785.02
5001,1889.87
5101,2284.88
5201,2100.94
5301,2345.82
5401,2445.65
5501,1944.24
5601,2088.23
5701,2487.26
5801,2155.76
5901,2069.39
6001,2370.37
6101,2587.58
6201,2311.99
6301,2219.23
6401,2675.93
6501,2668.53
6601,2237.17
6701,2613.95
6801,2359.31
6901,2954.73
7001,2580.98
7101,2674.90
7201,2391.06
7301,3078.14
7401,2955.63
7501,2635.75
7601,2551.31
7701,2780.17
7801,2922.67
7901,2709.00
8001,2277.01
8101,3003.62
8201,2335.04
8301,2720.81
8401,2904.67
8501,2420.06
8601,2333.31
8701,2535.88
8801,2052.88
8901,2719.47
9001,2703.70
9101,2118.70
9201,2107.51
9301,2171.65
9401,2452.78
9501,2433.83
9601,2162.34
9701,1959.61
9801,2279.24
9901,2123.74
10001,0.00
