n,Time
101,0.00
201,0.00
301,0.00
401,0.00
501,0.00
601,0.00
701,0.00
801,0.00
901,0.00
1001,0.00
1101,712.26
1201,775.34
1301,769.43
1401,767.29
1501,652.30
1601,898.43
1701,722.46
1801,778.58
1901,978.11
2001,965.82
2101,1027.51
2201,969.64
2301,1059.39
2401,1210.96
2501,1261.57
2601,1046.95
2701,1386.23
2801,1237.60
2901,1153.56
3001,1523.30
3101,1670.21
3201,1346.59
3301,1715.61
3401,1755.55
3501,1704.55
3601,1612.91
3701,1896.99
3801,1877.78
3901,2304.23
4001,1909.85
4101,2030.41
4201,2624.42
4301,2490.44
4401,2431.45
4501,2912.01
4601,3000.76
4701,2888.69
4801,2875.66
4901,2586.12
5001,2796.64
5101,3195.43
5201,2709.72
5301,2765.64
5401,3440.21
5501,3681.76
5601,3891.66
5701,3715.33
5801,3220.45
5901,3601.51
6001,3203.64
6101,3769.30
6201,3773.83
6301,4016.16
6401,3843.09
6501,4451.91
6601,4064.74
6701,3464.46
6801,3425.92
6901,4450.05
7001,4486.63
7101,4613.74
7201,3716.61
7301,4490.57
7401,4286.36
7501,4496.64
7601,4146.97
7701,4144.10
7801,3949.49
7901,4278.60
8001,4597.91
8101,3451.02
8201,3910.45
8301,3324.11
8401,4233.14
8501,3556.40
8601,3579.82
8701,3327.94
8801,3221.66
8901,3816.45
9001,3590.34
9101,3516.51
9201,3127.67
9301,3708.54
9401,3609.60
9501,3423.55
9601,3387.49
9701,3449.59
9801,3462.75
9901,3666.86
10001,3429.10
