n,Time
1,0.0
1001,0.0
2001,8445.279334979163
3001,7363.901260680521
4001,10278.291582202508
5001,8743.316615124399
6001,9641.135723194451
7001,7623.42716193262
8001,6386.021640576514
9001,7036.842088756929
10001,4773.200449533206
11001,4148.754358787209
12001,5861.1864784797945
13001,3685.8235069708244
14001,4814.140759218539
15001,3414.159283038752
16001,2765.836486826165
17001,4018.5470917636167
18001,2158.981675475733
19001,3222.9222662236225
20001,2382.802049974944
21001,1787.1843229988815
22001,2075.9686451259668
23001,1586.7570614313586
