n,Time
1,0.0
1001,0.0
2001,9406.698554997787
3001,13604.721557258788
4001,10003.657238864203
5001,11706.912343400285
6001,11942.639267538514
7001,8732.589601797376
8001,9755.2625141535
9001,10867.288569452361
10001,7602.317651351308
11001,8475.068643753753
12001,8962.090662948973
13001,5510.968471003498
14001,7412.429796752822
15001,4242.760254783364
16001,5283.34314677709
17001,4766.2198200666435
18001,3242.9950362903623
19001,2148.5447824994285
20001,2250.333131256676
21001,1547.5460118361877
22001,1270.5969161618968
23001,1595.8888580118355
