n,Time
1,0.0
1001,0.0
2001,4463.785261002226
3001,4719.741510193655
4001,4780.399036867314
5001,4064.605169937105
6001,2952.0000872324736
7001,3763.7865037114584
8001,4335.920072653383
9001,3774.614800501762
10001,2954.2162794333626
11001,3861.1099541168232
12001,3329.3243855078476
13001,3533.0810757395957
14001,3047.1221948839293
15001,2714.9902703248517
16001,1826.3296583877366
17001,2180.434300618404
18001,1980.1384824740355
19001,1389.1701318084697
20001,1426.1379679517631
21001,1941.7787049964536
22001,1628.8455048597145
23001,1177.7482323742065
